Column1,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,rankings,0,Res
0,24,62,30,32,32.5,14.4,5.4,12.4,43.7,1.2,3.8,30.8,2.4,3.6,67.4,1.7,5.9,7.7,3.7,1.6,0.8,0.6,2,31.9,20,1,-1.1,80,77.16587,2.83413
1,21,11,3,8,10.2,2.9,1.1,2.5,42.9,0.5,1.4,40,0.2,0.4,50,0.6,0.3,0.9,0.4,0.2,0.4,0,1.5,5.5,0,0,4.5,68,68.1033,-0.1033
2,28,66,21,45,26.6,15,4.9,11.6,41.8,1.8,4.6,38.5,3.6,4,88.7,0.7,3.5,4.3,2.9,1.4,0.9,0.3,1.9,26.7,1,0,-3.4,77,78.421684,-1.421684
3,35,55,24,31,15.9,3.6,1.2,3.3,35.7,0.9,2.6,33.8,0.4,0.5,72.4,0.6,2.2,2.8,0.8,0.6,0.3,0.2,1.3,9.2,1,0,-1.9,71,69.172844,1.827156
4,26,11,6,5,4.2,1,0.4,1.3,28.6,0,0.3,0,0.3,0.5,60,0.2,0.5,0.6,0.1,0.2,0.1,0.3,0.7,2.8,0,0,-1.1,67,68.518654,-1.518654
5,24,27,9,18,16.2,5.8,2.3,4.3,52.6,0,0.1,0,1.3,2.1,58.6,1.6,2.4,4,0.7,0.9,0.3,0.4,2.8,13,0,0,-0.1,72,72.199455,-0.199455
6,27,71,44,27,22.8,10.1,3.4,7.7,44.4,2.5,6.4,40,0.7,0.9,74.6,0.3,1.9,2.2,0.8,0.7,0.6,0.2,2.2,15.8,1,0,2.6,74,75.15731,-1.15731
7,25,65,19,46,29.4,11,4.1,9.4,43.7,1.9,4.9,38.3,1,1.4,67,0.6,3,3.6,2.4,1.4,0.8,0.2,2.5,20.7,2,0,-5.4,75,73.99882,1.00118
8,23,47,20,27,10.2,4.7,2,3,64.8,0,0.1,33.3,0.7,0.8,87.2,0.6,2.1,2.8,0.5,0.7,0.2,0.3,1.2,9.5,1,0,-1,73,76.005295,-3.005295
9,35,70,44,26,31.5,17.6,6.2,12.7,48.9,1.6,4.3,36.5,3.6,4,90.7,0.4,4.6,5,6.7,2.3,1.6,0.2,2.3,36.6,10,0,4.7,88,88.665825,-0.665825
10,22,13,4,9,10.9,3.8,1.5,3.1,50,0.4,1.4,27.8,0.4,0.5,83.3,0.2,1.2,1.4,0.5,0.2,0.3,0.1,1.5,7.3,0,0,0.2,70,67.85847,2.14153
11,29,66,33,33,37.5,30,9.5,20.4,46.3,4.1,10.2,40.1,7,7.8,88.8,0.5,3.8,4.3,8,2.9,1.1,0.3,1.7,48.4,19,1,1.3,94,94.213264,-0.213264
12,31,62,37,25,29.6,18.7,5.8,13.2,43.8,2.9,7.1,40.5,4.3,4.8,89.3,0.5,4.6,5.2,1.9,1.2,0.7,0.1,1.2,28.9,3,0,3.7,83,83.91197,-0.91197
13,24,35,10,25,13.9,4.5,1.6,3.4,47.1,0.4,1.2,34.9,0.9,1.2,74.4,0.3,1.6,1.9,1.1,0.9,0.4,0.2,1.1,9.5,0,0,-3.1,73,70.35731,2.64269
14,27,63,40,23,30.4,10.5,3.7,8.6,42.7,2,5.6,36.3,1.2,1.4,81.1,0.9,3.3,4.2,1.3,0.9,1.1,0.5,2.1,21.6,2,0,2,76,75.365,0.635
15,27,20,8,12,13.4,5.2,1.9,3.6,52.1,0.6,1.4,42.9,0.9,1.4,66.7,0.4,1.9,2.3,0.4,0.4,0.6,0.6,1.6,11.6,0,0,1.8,73,68.52088,4.47912
16,22,63,19,44,32,12.3,4.4,10.8,41,1.7,4.8,35.5,1.7,2.3,76.4,0.7,3.8,4.5,1.8,1.6,0.7,0.3,2.9,21.8,3,0,-4.1,75,74.92276,0.07724
17,31,56,27,29,22,8.3,3.4,5.1,66.6,0,0,0,1.5,2.2,68,2.5,7.5,10,1.9,1.3,0.3,0.9,2,25.6,13,0,-0.7,80,79.00971,0.99029
18,26,65,40,25,30.8,18.9,7,14.8,46.9,1.9,5,38.5,3,3.6,83.9,0.3,3.3,3.6,4,2.6,0.7,0.2,2.2,29.5,0,0,3.6,80,83.50808,-3.50808
19,30,44,17,27,17.6,5.8,2.3,5.8,40,0.5,2.4,20.6,0.7,0.8,83.3,1.4,4.3,5.7,0.5,1.3,0.6,0.9,3,16.6,3,0,-0.6,72,71.968864,0.031136
20,23,69,43,26,34.3,24,8.7,19.4,44.9,2.5,6.9,36.6,4,4.7,86.3,0.8,3.6,4.4,4.3,2.7,1,0.2,2.5,36.6,1,0,1.6,88,89.30763,-1.30763
21,30,43,10,33,28.4,8,2.9,7.3,38.9,0.8,3,27.9,1.5,1.9,75.9,0.5,5.7,6.2,6.2,2.3,1.4,0.8,2.6,28.9,8,2,-4.5,79,71.09476,7.90524
22,24,31,16,15,14.4,4.9,2,4.6,43,0.5,1.7,26.4,0.5,0.9,55.2,0.4,1.1,1.5,1.8,0.7,0.5,0.3,1.4,11,0,0,-0.9,71,70.108986,0.891014
23,30,61,48,13,27,14.9,5.5,11.5,47.5,1.2,3.5,34.4,2.8,3.5,79,0.7,3.9,4.6,5.4,2.4,0.9,0.4,2.1,30.2,2,0,7.1,83,84.80973,-1.80973
24,25,1,0,1,19,6,2,3,66.7,0,0,0,2,2,100,2,5,7,0,0,0,0,5,14.4,0,0,8,68,88.210205,-20.210205
25,26,9,6,3,13.1,6.9,2.6,5.7,45.1,0.7,2.3,28.6,1.1,1.9,58.8,0.6,1.6,2.1,3.2,1.2,0.6,0.1,1.2,15,0,0,0.2,69,72.580315,-3.580315
26,22,72,42,30,21.7,9.8,3.4,7.8,43,2,4.9,40.2,1.1,1.4,75.5,0.3,2.1,2.3,1.1,0.8,0.6,0.2,1.4,15.8,0,0,1.3,75,75.18907,-0.18907
27,24,9,5,4,9.2,2.4,0.9,4.1,21.6,0.7,3,22.2,0,0,0,0,0.6,0.6,0.7,0.1,0.6,0,0.7,5.7,0,0,-3.4,67,68.540146,-1.540146
28,23,18,8,10,12.6,5.4,1.3,3.1,42.9,1.1,2.6,41.3,1.7,1.9,91.2,0.3,1,1.3,0.6,0.4,0.4,0.1,1.8,8.9,0,0,1.9,71,67.32318,3.67682
29,25,56,37,19,31.8,10.4,3.9,9.3,42,1.3,3.8,33.3,1.3,1.6,81.5,0.5,2.4,2.9,2.1,1.1,1.4,0.3,2.1,20.8,0,0,2.2,76,76.151665,-0.151665
30,27,29,13,16,14.9,3.9,1.7,4,41.4,0.4,1.6,28.3,0.1,0.3,50,0.9,1.9,2.8,1.7,0.7,1.1,0.2,1.9,13.1,1,0,-4.8,72,71.75573,0.24427
31,25,63,51,12,30.4,29.5,10.9,19.7,55.3,1.4,4.7,30.4,6.3,10,63.3,2.2,11.4,13.6,5.6,3.7,1,1,3.1,56.6,56,4,10.8,97,102.56227,-5.56227
32,34,59,37,22,28.2,16.2,5.4,12.3,44.1,2.1,5.7,36.7,3.2,4.2,77.6,0.5,2.7,3.2,5.1,2.4,0.7,0.2,2.1,27.7,3,0,2.8,79,81.93551,-2.93551
33,24,38,16,22,18.9,8.7,3.1,6.6,46.6,1.5,3.7,40.4,1,1.2,86.7,0.2,2,2.2,1.4,0.9,0.3,0.1,1.4,13.5,0,0,-2.5,72,73.40946,-1.40946
34,27,34,21,13,13.8,4.6,2,3.4,59.1,0.1,0.4,15.4,0.5,0.8,66.7,0.6,2,2.6,0.6,0.4,0.5,0.4,1.9,10.7,0,0,0.6,73,71.413216,1.586784
35,32,68,51,17,16.6,6.6,2.9,4.5,63.7,0,0.1,50,0.8,1.2,64.6,1.8,3.9,5.7,0.5,0.8,0.5,1.4,2.3,19.2,2,0,1.9,78,79.054726,-1.054726
36,23,29,8,21,14.4,4.4,1.6,4.6,33.6,0.4,1.3,33.3,0.9,1,86.2,0.3,1.1,1.4,1.1,0.9,0.4,0.4,1.4,9.2,0,0,-3.5,71,68.59876,2.40124
37,20,5,2,3,6.3,2,0.8,2,40,0,0.8,0,0.4,0.4,100,0,0.4,0.4,0.4,0.4,0,0,0.6,2.7,0,0,-4,68,69.81724,-1.81724
38,40,1,1,0,6,5,2,4,50,1,2,50,0,0,0,0,0,0,3,0,0,0,1,9.5,0,0,4,75,75.239426,-0.239426
39,33,32,14,18,19.4,8.4,3.2,6.7,47.9,1,2.8,36.3,1,1.5,64.6,0.8,2.9,3.7,2.3,1.5,0.8,1,2.5,20.2,0,0,-2.3,76,75.807884,0.192116
40,20,57,28,29,28.5,17.4,6.2,13.2,46.9,2.5,6.5,39.4,2.4,3.3,74.7,1,3.6,4.6,1.4,1.7,0.7,1.6,4.1,30.1,3,0,-1.8,83,86.57523,-3.57523
41,27,7,4,3,7.6,2.7,1,2.6,38.9,0.4,1.3,33.3,0.3,0.3,100,0.3,0.6,0.9,0,0,0.1,0,0.3,4.2,0,0,1.4,67,66.244514,0.755486
42,30,58,38,20,33.8,19.9,5.9,13.1,45.5,0.5,2.1,24.4,7.6,9.1,83.4,1.8,4.8,6.7,6,2.2,1.8,0.6,1.4,41.8,11,3,4.4,89,91.202866,-2.202866
43,25,13,8,5,3.2,2.2,0.8,1.2,73.3,0.1,0.1,100,0.4,0.5,71.4,0.2,0.5,0.8,0.6,0.4,0.2,0,0.5,4.3,0,0,0.2,71,73.41044,-2.41044
44,21,57,12,45,22.3,8.8,2.9,8.8,33.3,1.3,4.6,27.9,1.7,2.1,79.8,0.2,1.9,2.1,2.4,1.3,0.6,0.2,1.6,15.9,0,0,-3.5,72,72.865234,-0.865234
45,26,2,1,1,11.4,1,0.5,1,50,0,0,0,0,0,0,0.5,0.5,1,1,2.5,0,0,0.5,1.2,0,0,-3.5,67,70.69354,-3.69354
46,24,11,7,4,32,11.3,4.5,11.7,38.8,0.5,2.5,22.2,1.6,2.5,66.7,1.5,5.2,6.6,4,2.2,0.6,0.5,3.5,26.3,1,0,4.7,77,81.72184,-4.72184
47,25,8,6,2,31.6,17.6,6.8,13.6,49.5,0.3,1.3,20,3.9,4.4,88.6,2.9,7.4,10.3,4,2.4,1.4,2,4.9,43.7,3,0,-0.5,84,91.380516,-7.380516
48,23,21,12,9,6.4,1.7,0.7,1.2,57.7,0.1,0.4,37.5,0.1,0.2,75,0.5,0.9,1.4,0.3,0.3,0,0.1,0.9,3.9,0,0,1.4,70,70.75116,-0.75116
49,27,10,3,7,11.7,5,1.9,4.4,43.2,0.5,1.6,31.3,0.7,1.1,63.6,0.2,0.7,0.9,2.1,0.8,0.5,0.2,0.7,10.5,0,0,-2.1,72,68.80755,3.19245
50,24,44,10,34,16.9,6.5,2.3,5.3,42.7,0.8,2.3,33,1.2,1.7,72,0.6,2.3,2.9,0.7,0.4,0.4,0.5,1,13.6,0,0,-3.9,71,71.62021,-0.62021
51,24,31,12,19,16,6.4,2.3,5.8,39.2,0.8,3.1,26,1,1,96.8,0.4,2.7,3.1,0.7,0.6,0.2,0.3,1.6,12.1,0,0,-0.7,69,70.19288,-1.19288
52,20,17,8,9,17.7,9.1,3.1,5.2,59.6,0.8,1.3,59.1,2.1,2.6,79.5,0.6,2.8,3.4,0.9,0.8,0.8,0.1,1.6,16.5,1,0,3.9,76,72.44067,3.55933
53,21,56,19,37,31.4,12.2,4.5,10.9,41.3,2.3,6,38,0.9,1.1,82.8,0.6,3.4,4.1,3.8,1.6,0.9,0.5,2.5,25.4,2,0,-4.3,75,77.955086,-2.955086
54,20,65,21,44,17.9,6.4,2.2,6.2,35.9,1,3.1,32.7,1,1.6,65.3,0.4,2.4,2.8,0.9,0.7,0.4,0.4,1.6,12.9,0,0,-2.8,72,71.80848,0.19152
55,28,62,46,16,29.9,20.9,7.6,15.3,49.7,2.4,5.7,41.5,3.4,3.7,91.6,0.7,5.5,6.2,4.3,2.2,0.9,0.1,2.3,35.4,7,0,8.1,86,88.7349,-2.7349
56,24,61,46,15,25,12.8,4.8,11,43.6,1.4,4.5,31.6,1.9,2.5,73.5,0.9,3.6,4.5,1.3,1.5,0.5,0.4,2.1,21.3,2,0,3,76,77.2701,-1.2701
57,20,3,1,2,16.1,5.3,1.7,5.3,31.3,1,2.7,37.5,1,1.3,75,0.3,3,3.3,2,0.7,0,0.7,2,13.7,0,0,1.7,72,68.8018,3.1982
58,24,28,11,17,32.9,15.8,5.4,12.2,44.2,2.6,6.5,39.9,2.4,2.7,89.3,0.3,3.2,3.5,4.1,1.5,0.4,0.2,2.3,26.5,0,0,-0.8,78,78.88436,-0.88436
59,27,28,24,4,5.8,1.3,0.4,1,41.4,0.3,0.8,36.4,0.1,0.3,37.5,0.1,0.5,0.6,0.4,0.1,0.2,0.1,0.6,3.1,0,0,2.1,69,68.60881,0.39119
60,22,55,18,37,21.3,10.3,3.9,8.9,43.4,1.1,3.7,28.4,1.5,1.8,82,0.5,2.4,2.9,2.1,1.4,0.5,0.3,1.3,17.6,1,0,-4.2,75,74.8276,0.1724
61,34,58,21,37,19.5,5.9,2.1,4.6,44.6,1,2.7,35.9,0.8,1,86,0.5,2.6,3.2,1,0.6,0.6,0.5,1.8,14.1,0,0,-1.4,74,72.506615,1.493385
62,29,57,17,40,14.4,3.1,1.1,3.1,35.4,0.4,1.6,23.1,0.6,0.6,86.5,0.3,1,1.3,3.2,1,0.4,0,1.4,9.5,1,0,-0.2,70,69.044106,0.955894
63,22,62,30,32,14.2,5.4,2.1,4.6,46.2,0.6,1.7,34.6,0.5,0.7,67.4,1.6,3.3,4.9,0.7,0.7,0.4,1.4,1.9,16.8,2,0,0.3,76,73.48473,2.51527
64,23,45,15,30,18.6,8.7,3.2,5.9,54.5,0.6,1.8,31.3,1.7,2.1,82.1,1.2,3.6,4.9,1.2,1.5,0.6,0.4,3.4,18.1,2,0,-2,76,75.8342,0.1658
65,26,5,3,2,9.4,2.8,1.2,3.4,35.3,0.4,2.4,16.7,0,0,0,0,1.4,1.4,1.6,0.6,0.2,0.2,0.4,7.5,0,0,4,68,70.360954,-2.360954
66,32,72,31,41,27.9,11.5,4.4,9.1,48.1,1.9,4.4,41.9,1,1.2,82.1,1.5,4.8,6.4,2.8,1.4,0.9,0.6,3,26.3,10,0,0.1,78,77.702156,0.297844
67,22,19,15,4,7.1,1.9,0.7,1.9,36.1,0.2,0.8,20,0.4,0.5,80,0.5,0.9,1.4,0.4,0.4,0.2,0.1,0.9,4.6,0,0,1.8,67,68.88053,-1.88053
68,23,11,5,6,7.1,1.1,0.5,1.5,29.4,0.1,0.5,20,0.1,0.2,50,0.1,0.5,0.6,1,0.5,0.3,0.1,0.7,4,0,0,-2.1,68,67.22808,0.77192
69,22,20,12,8,8.1,3.1,1,2.2,46.5,0.2,0.9,17.6,1,1.2,82.6,0.2,0.9,1,0.3,0.4,0.1,0.1,0.5,4.6,0,0,-1.2,69,69.61973,-0.61973
70,26,44,16,28,28.2,12.3,5.1,7.8,64.8,0,0,0,2.1,2.7,78.8,2.9,5.3,8.1,1,1.2,0.9,1.3,3.8,28.9,13,0,0.4,78,78.32366,-0.32366
71,28,68,42,26,34.3,15.1,5.7,8.2,69.3,0,0,0,3.7,5.9,63,3.4,10.1,13.5,1.5,1.9,0.8,2,3.2,39.8,49,0,4.3,87,85.54458,1.45542
72,26,58,21,37,16,4.5,1.6,3.8,40.9,0.9,2.4,39.1,0.5,0.7,71.1,0.3,1.6,1.9,1.7,0.6,0.5,0.1,1.7,10.2,0,0,-1.4,70,70.96162,-0.96162
73,29,64,38,26,24.6,12.4,4.4,9,49.5,2.3,5,45.2,1.3,1.5,82.5,0.4,1.8,2.3,1.9,1,0.6,0.1,1.8,19.3,0,0,2.5,78,76.84118,1.15882
74,28,56,16,40,24,10.3,3.4,8.1,41.2,1.4,4.3,31.7,2.3,2.7,82.4,0.5,2.4,2.8,4.7,2.3,1.2,0.2,1.8,22.7,2,1,-1.7,76,72.26176,3.73824
75,21,70,43,27,34.7,19,6.8,14.5,47.1,1.2,3.6,34.7,4.1,5.1,80.7,0.7,5.2,5.9,3.3,1.9,1.1,0.7,1.7,34.5,9,1,2.2,84,84.475426,-0.475426
76,26,43,14,29,11.3,4.9,1.8,3.8,46.7,0.4,1,38.1,0.9,1.2,78,0.5,1.5,2,1.1,0.4,0.8,0.4,1.3,12.2,1,0,1.4,73,70.40985,2.59015
77,27,64,30,34,31.2,20.6,6.6,16,41.5,1.9,6.3,30.8,5.4,7,77.8,0.5,3,3.5,6.8,2.7,0.6,0.3,2.8,35,9,0,0.8,83,85.64158,-2.64158
78,23,41,27,14,8.8,2.4,0.9,1.9,46.8,0.2,0.5,35,0.4,0.7,66.7,0.2,1.1,1.3,1.3,0.4,0.3,0.1,1.1,6.7,1,0,-0.1,71,70.45283,0.54717
79,36,41,27,14,10.6,2.2,0.9,2.2,40.7,0.4,1.3,27.8,0.1,0.2,37.5,0.5,1.8,2.3,0.6,0.4,0.6,0.3,1,8.1,0,0,0.9,72,70.915535,1.084465
80,29,27,9,18,13.1,3.6,1.3,3.5,36.2,0.4,1.1,33.3,0.7,0.9,79.2,0.3,0.9,1.2,3.4,1.3,0.5,0.1,1.6,10.9,0,0,-2,72,70.53228,1.46772
81,22,11,8,3,10.8,3.6,1.3,4.5,28.6,0.4,2.2,16.7,0.7,0.7,100,0,1.1,1.1,1.5,1.4,0.9,0.2,1.2,9,0,0,1.8,69,69.88606,-0.88606
82,26,55,21,34,16.9,4.4,1.6,4.4,36,0.6,2.2,27.5,0.7,1,64.3,0.9,1.8,2.7,0.8,0.5,0.4,0.1,1.9,10,0,0,-2.7,71,69.56515,1.43485
83,26,31,7,24,12.1,6.1,2.4,4.5,53.2,0.2,0.7,22.7,1.2,1.9,62.7,1.4,2.9,4.3,0.9,1,0.3,0.2,1,13.4,2,0,-0.6,75,72.3826,2.6174
84,27,50,20,30,10.6,4.4,1.6,3.8,42,0.5,1.6,30.4,0.7,0.8,85.7,0.1,0.9,1,1.4,0.6,0.4,0.1,0.8,8.4,0,0,-0.3,71,70.72329,0.27671
85,21,7,3,4,4.6,1.1,0.4,1.6,27.3,0,0.4,0,0.3,0.6,50,0,0.3,0.3,0.3,0.3,0.4,0,0.6,2.9,0,0,-1.4,70,67.26607,2.73393
86,22,50,31,19,12.9,5.9,2.1,5.2,40.1,0.9,2.5,33.9,0.8,1,82,0.1,1.2,1.3,1.7,0.8,0.4,0.3,1.4,11.3,0,0,2,73,72.23244,0.76756
87,25,61,38,23,11.4,4,1.5,3.5,42.3,0.5,1.6,32,0.4,0.6,75,0.2,1.7,1.9,0.3,0.4,0.3,0.2,1.1,7.9,0,0,-2.5,70,71.383896,-1.383896
88,26,56,25,31,33,25.9,9.5,18.3,51.7,0.9,2.6,33.1,6.1,7.7,79.4,3.1,8.9,12,3.9,2,1.6,2.4,2.4,56.1,37,0,2.4,94,94.32205,-0.32205
89,24,50,14,36,26,14.2,5.6,12.6,44.4,1.5,3.8,39.3,1.5,1.9,79.4,2.2,5.9,8.1,1.4,1.5,0.7,0.4,2.9,27.9,14,0,-2.2,78,77.697365,0.302635
90,27,39,17,22,18.9,6.8,2.5,6.7,38.1,1.1,3.3,31.8,0.7,0.9,79.4,0.3,1.3,1.5,1.8,0.8,0.5,0.1,1.6,12.4,0,0,-4.9,72,72.40304,-0.40304
91,32,53,33,20,16.2,6.4,2.1,5.9,36,1.3,3.8,33,0.9,1.1,82.8,0.2,1.5,1.8,0.7,0.6,0.5,0.3,1.5,11.3,0,0,-0.3,73,72.407684,0.592316
92,23,44,10,34,20.3,5.2,2.2,4.8,45.9,0.3,1.1,28,0.5,0.9,60.5,0.7,3.5,4.2,0.8,0.6,0.5,0.1,1.3,12.8,1,0,-2.6,72,71.15104,0.84896
93,30,25,11,14,19.8,7.5,2.7,7.3,37.4,1.2,3.8,30.9,0.9,1,88,0.2,2.6,2.8,1.7,1.3,0.8,0.2,1.8,15,0,0,-1.8,74,73.50495,0.49505
94,34,58,39,19,32,15.6,5.2,12.4,41.9,2.2,6.1,35.8,3,3.5,86.2,0.6,3.9,4.6,8.2,2.6,2,0.3,2.5,37.5,18,1,5.2,85,86.06721,-1.06721
95,32,80,56,24,27.7,10.3,3.7,7.9,46.5,2.5,5.4,45.5,0.5,0.6,84.1,0.8,3.2,4,1.6,0.9,0.9,0.7,2.1,21.2,1,0,8,77,76.59829,0.40171
96,26,51,14,37,19.3,6.5,2.5,5.1,48.1,0.5,1.5,32,1.1,1.7,68.2,0.8,2.4,3.2,1.1,0.6,0.7,0.3,2.1,14.5,0,0,-1.5,73,72.434685,0.565315
97,28,30,23,7,25.7,16.3,5.9,12.4,48,0.9,3.2,27.4,3.5,4.8,73.6,1.4,6.8,8.2,3.6,2.4,1.3,1.5,3.6,37.5,10,0,2.2,86,82.56411,3.43589
98,32,67,36,31,25.4,11.1,3.4,8.6,39.5,1.6,4.6,34.2,2.7,3.6,76,1,4.2,5.2,1.3,1.1,0.5,0.1,1.7,20,3,0,0.7,77,77.58968,-0.58968
99,20,71,17,54,30.7,16.3,7.2,12.3,58.5,0,0.1,0,2,2.7,74.6,3.1,7.1,10.3,1.8,1.8,0.9,0.9,2.9,34.9,39,0,-5.4,82,82.94665,-0.94665
100,27,76,46,30,23.2,11.8,4.8,8.1,58.6,0.2,1,21.8,2,3,67.5,2.7,4.6,7.4,1.2,1.1,0.7,1.4,2.1,27.7,15,0,2.4,80,79.93179,0.06821
101,24,67,41,26,25.8,9.9,3.9,8.1,47.9,0.7,2.1,33.8,1.4,1.8,77.2,0.5,3.2,3.7,3.9,1.4,1,0.7,2.2,23.9,0,0,2.3,78,78.171005,-0.171005
102,22,64,15,49,35,26.6,9.2,19.6,46.7,2.1,6.5,32.6,6.1,7.1,86.6,0.6,3.5,4.1,6.8,4.1,0.9,0.2,3.1,40.8,12,0,-5.2,86,89.18777,-3.18777
103,22,27,20,7,15.2,4.9,1.9,4.6,40.3,0.8,3.1,26.5,0.3,0.4,75,0.6,1.8,2.4,1.1,0.7,0.5,0.2,1.4,10.9,0,0,4,72,71.57615,0.42385
104,29,66,48,18,31.3,7.4,2.8,6.4,44.5,0.7,2.5,28.5,1,1.4,69.2,0.9,6.4,7.3,6.9,2.6,1.4,1.1,3,31.4,8,0,7,86,84.04618,1.95382
105,25,15,7,8,10.7,3.3,1.2,3.1,39.1,0.7,2.3,28.6,0.3,0.4,66.7,0.1,1.1,1.3,0.3,0.3,0.3,0,0.7,6.1,0,0,-2.2,67,69.14299,-2.14299
106,21,61,22,39,19.2,8.1,3.2,7.3,43.4,0.9,2.8,31.4,0.9,1.2,74,0.4,1.8,2.2,1.1,0.8,0.4,0,1.5,13,0,0,-2.2,71,72.67619,-1.67619
107,33,73,47,26,20.2,9.2,3.2,7.9,40,2.1,6,35.4,0.8,0.9,83.8,0.4,2.1,2.5,0.5,0.8,0.5,0.4,1.7,14.8,0,0,1.8,76,75.334496,0.665504
108,25,47,24,23,13,4.2,1.6,3.7,42,0.4,1.3,29,0.7,0.9,80,0.4,1.1,1.5,0.4,0.4,0.3,0.2,1,7.7,0,0,-0.2,74,70.15872,3.84128
109,29,72,44,28,25.9,11.5,4.1,8.8,46.6,1.1,3.2,33.3,2.2,2.6,83.4,0.7,3.8,4.5,3.4,1.5,0.9,0.3,1.4,24,2,0,3,80,79.46816,0.53184
110,29,76,33,43,13.6,6.4,2.5,5,50.1,0.3,0.7,33.9,1.2,1.4,83,1.1,3,4.1,0.9,0.8,0.6,0.5,1.8,15.5,2,0,-1.5,76,74.99216,1.00784
111,32,34,12,22,14.6,4.1,1.4,3.1,45.2,0.1,0.5,18.8,1.2,1.8,68.9,1.4,2.4,3.8,0.7,0.6,0.7,0.5,2.5,12.7,1,0,-1,73,71.82163,1.17837
112,30,12,6,6,15.1,8.1,2.8,8.3,34.3,1,3.6,27.9,1.4,2.3,63,0.4,0.7,1.1,1.9,1.5,0.4,0.1,1.4,12.3,0,0,-1.8,76,75.64466,0.35534
113,22,30,21,9,6.8,1.3,0.6,1.8,34,0.1,0.5,26.7,0,0,0,0.2,0.6,0.8,0.8,0.4,0.2,0.1,0.9,3.9,0,0,-1.2,71,65.938805,5.061195
114,22,33,18,15,9.7,3.4,1.3,3.3,40,0.5,1.7,31.6,0.2,0.3,66.7,0.1,1.2,1.2,0.6,0.4,0.3,0.1,1.4,6.6,0,0,-0.7,71,70.01997,0.98003
115,24,22,12,10,7.1,4.6,1.8,3.3,53.4,0,0.1,0,1.1,1.8,60,0.8,1.5,2.3,0.5,0.7,0.2,0.1,1.2,8.5,0,0,-1.5,70,71.07096,-1.07096
116,23,44,24,20,14.5,4.7,1.8,3.7,49.4,0.8,2.2,35.4,0.3,0.6,48.1,1.1,2.7,3.8,0.9,0.8,0.4,0.9,2.3,13.6,1,0,-0.7,73,70.79452,2.20548
117,24,67,31,36,25.6,7.8,2.8,6.9,40.7,1.4,4.1,33.6,0.8,1.2,68.8,0.5,3.2,3.7,1.4,0.9,1,0.6,2.2,18.2,4,0,0,75,72.768715,2.231285
118,29,67,30,37,35.8,21.2,8.2,17.3,47.2,1.8,5.4,32.5,3.1,4,76.8,1.1,3.9,5,7.7,3.1,1.6,0.8,2.2,42.9,18,0,3.4,86,90.349434,-4.349434
119,24,81,36,45,19.9,7.2,2.7,6,44.7,1.1,3,35.5,0.8,1,78.5,0.5,2.1,2.6,1.2,0.4,0.4,0.2,1.2,13.5,0,0,-0.6,74,73.89733,0.10267
120,24,46,17,29,23.5,6.1,2.3,6.1,38.4,1.1,3.4,33.3,0.3,0.4,68.4,1.2,3.6,4.8,1.8,0.8,1,0.4,2.1,17.9,1,0,-1.9,72,73.36937,-1.36937
121,20,75,27,48,27.3,9.7,3.7,8.8,41.9,1.8,4.7,38.5,0.5,0.7,73.2,0.8,2.5,3.3,2.9,1.5,0.9,0.3,2.1,20,1,0,-1.6,76,76.14227,-0.14227
122,19,75,15,60,28.8,12.8,4.5,12.2,37,1.7,4.9,34.3,2.2,3,71.7,0.8,3.7,4.5,1.1,1.5,0.6,0.3,2.3,21,3,0,-8.5,76,76.0047,-0.0047
123,23,70,33,37,33.1,18.7,7.1,15.5,45.6,1.8,6,30.3,2.7,3.6,75.2,0.9,4.6,5.5,2.5,1.9,0.6,0.4,2.4,30,4,0,-0.8,84,83.049095,0.950905
124,29,45,27,18,8.2,3.5,1.5,3,50.7,0,0.3,8.3,0.4,0.5,81,0.6,2,2.6,1.2,0.7,0.2,0.6,1.5,10.1,1,0,0.1,74,74.572334,-0.572334
125,27,80,41,39,21.8,8.4,2.9,7.3,38.8,1.7,4.8,35.5,1,1.2,84.4,0.6,1.5,2.1,1.1,0.3,0.5,0.1,1.7,13.9,0,0,0.5,72,73.212105,-1.212105
126,22,52,16,36,32.3,18.7,6.6,15.3,43,2.3,6.4,36.1,3.3,3.8,87.2,1.4,7.6,9,1.4,1.6,0.7,0.6,2.3,34.1,20,0,-3.8,83,82.79883,0.20117
127,34,55,28,27,35.2,27.4,10.1,19.9,51,2,5.9,33.9,5.1,7.6,66.5,1,7.4,8.5,8.3,3.6,1.3,0.6,1.7,52,32,8,2.1,97,93.43372,3.56628
128,34,79,39,40,30.8,13.6,4.9,11,44.8,1.3,3.5,36.3,2.4,3.2,75.9,1,6.9,7.9,4.4,2,1.1,1.1,2.7,34.2,19,1,2,82,82.343735,-0.343735
129,29,58,24,34,21.9,9.4,3.5,8.3,42.1,1.2,3.5,33.5,1.2,1.6,77.2,1.1,3.5,4.6,1.4,0.9,0.6,0.4,3,19,2,0,-2.8,75,74.666725,0.333275
130,20,62,30,32,25.3,14.9,5.7,11.4,50.4,0.5,1.5,31.3,2.9,4.2,69.1,2.6,5,7.6,1,1.6,0.5,1,1.9,28.4,19,0,-1.7,83,80.176254,2.823746
